rir_name,T60_125Hz,T60_250Hz,T60_500Hz,T60_1000Hz,T60_2000Hz,T60_4000Hz,T60_8000Hz,Source_Pos,Receiver_Pos,mesh_name
26ede85c-343c-47a4-a84d-6afa5dbae091/L5_R0032.wav,0.66,0.54,0.68,0.67,0.55,0.57,0.54,[-1.7098  1.9     1.0276],[-0.7098  1.9    -0.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
26ede85c-343c-47a4-a84d-6afa5dbae091/L5_R0034.wav,0.9,0.54,0.66,0.66,0.55,0.56,0.53,[-1.7098  1.9     1.0276],[ 1.2902  1.9    -0.9724],26ede85c-343c-47a4-a84d-6afa5dbae091/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L2_R0002.wav,0.68,0.74,0.8,0.83,0.52,0.44,0.41,[1.0395 0.9    5.0928],[-2.9605  1.9    -3.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L3_R0034.wav,0.73,0.73,0.76,0.77,0.46,0.47,0.49,[5.0395 0.9    1.0928],[1.0395 1.9    1.0928],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L3_R0040.wav,0.76,0.71,0.74,0.74,0.47,0.47,0.47,[5.0395 0.9    1.0928],[1.0395 1.9    2.0928],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L4_R0007.wav,0.48,0.59,0.67,0.67,0.42,0.34,0.3,[-2.9605  1.9    -2.9072],[-1.9605  1.9    -2.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L4_R0010.wav,0.55,0.73,0.77,0.85,0.52,0.42,0.39,[-2.9605  1.9    -2.9072],[ 4.0395  1.9    -2.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L4_R0044.wav,0.67,0.78,0.82,0.82,0.53,0.43,0.41,[-2.9605  1.9    -2.9072],[-0.9605  1.9     3.0928],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L4_R0056.wav,0.76,0.8,0.85,0.84,0.52,0.42,0.4,[-2.9605  1.9    -2.9072],[1.0395 1.9    5.0928],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L5_R0005.wav,0.67,0.68,0.73,0.75,0.44,0.42,0.41,[ 1.0395  1.9    -2.9072],[ 4.0395  1.9    -3.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L5_R0010.wav,0.75,0.7,0.76,0.76,0.42,0.41,0.43,[ 1.0395  1.9    -2.9072],[ 4.0395  1.9    -2.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L5_R0056.wav,0.6,0.66,0.77,0.74,0.5,0.45,0.43,[ 1.0395  1.9    -2.9072],[1.0395 1.9    5.0928],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L1_R0023.wav,1.18,0.87,0.58,0.54,0.39,0.38,0.38,[-3.4182  0.9996  5.729 ],[-2.4182  1.9996 -1.271 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L1_R0033.wav,1.23,0.89,0.55,0.56,0.39,0.38,0.37,[-3.4182  0.9996  5.729 ],[ 3.5818  0.9996 -0.271 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L1_R0075.wav,1.25,0.92,0.58,0.56,0.44,0.43,0.42,[-3.4182  0.9996  5.729 ],[0.5818 0.9996 2.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L1_R0109.wav,0.57,0.43,0.3,0.43,0.31,0.3,0.29,[-3.4182  0.9996  5.729 ],[-2.4182  1.9996  5.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L2_R0105.wav,1.32,0.94,0.62,0.6,0.43,0.43,0.43,[-2.4182  0.9996  6.729 ],[0.5818 0.9996 5.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L3_R0057.wav,1.63,1.05,0.54,0.5,0.38,0.37,0.38,[-2.4182  1.9996 -0.271 ],[5.5818 1.9996 0.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L4_R0025.wav,1.22,0.82,0.52,0.51,0.38,0.35,0.36,[-2.4182  0.9996 -0.271 ],[ 3.5818  1.9996 -1.271 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L4_R0108.wav,1.45,0.81,0.52,0.55,0.38,0.34,0.36,[-2.4182  0.9996 -0.271 ],[-3.4182  1.9996  5.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L5_R0025.wav,1.36,0.92,0.55,0.51,0.5,0.49,0.42,[4.5818 0.9996 2.729 ],[ 3.5818  1.9996 -1.271 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
40e1119e-c7fa-4319-9887-236dee57ffea/L5_R0123.wav,1.72,1.13,0.56,0.45,0.42,0.38,0.38,[4.5818 0.9996 2.729 ],[1.5818 1.9996 6.729 ],40e1119e-c7fa-4319-9887-236dee57ffea/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L1_R0006.wav,0.72,0.7,0.73,0.52,0.47,0.45,0.42,[-1.705  1.9    0.775],[-4.705  1.9   -2.225],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L1_R0007.wav,0.65,0.71,0.62,0.49,0.44,0.42,0.4,[-1.705  1.9    0.775],[ 4.295  1.9   -2.225],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L1_R0010.wav,0.72,0.67,0.72,0.54,0.45,0.44,0.41,[-1.705  1.9    0.775],[-0.705  1.9   -1.225],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L1_R0018.wav,0.64,0.69,0.65,0.47,0.39,0.36,0.34,[-1.705  1.9    0.775],[-0.705  1.9    1.775],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L2_R0019.wav,0.79,0.88,0.64,0.54,0.42,0.39,0.38,[-0.705  1.9   -2.225],[-0.705  0.9    3.775],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L3_R0001.wav,0.73,0.63,0.58,0.49,0.43,0.42,0.4,[ 5.295  0.9   -1.225],[ 0.295  1.9   -4.225],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L4_R0013.wav,0.58,0.69,0.6,0.51,0.44,0.43,0.4,[-0.705  1.9   -0.225],[ 5.295  0.9   -0.225],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L4_R0016.wav,0.67,0.75,0.63,0.49,0.41,0.39,0.36,[-0.705  1.9   -0.225],[-2.705  1.9    0.775],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L5_R0016.wav,0.85,0.79,0.64,0.53,0.45,0.42,0.4,[ 4.295  1.9   -0.225],[-2.705  1.9    0.775],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
5d4dcc9f-7302-4395-a029-f8f517b2a0f8/L5_R0020.wav,0.71,0.85,0.69,0.54,0.46,0.46,0.4,[ 4.295  1.9   -0.225],[-0.705  1.9    3.775],5d4dcc9f-7302-4395-a029-f8f517b2a0f8/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L1_R0012.wav,0.92,0.79,0.8,0.79,0.51,0.36,0.36,[0.7477 1.9    0.1693],[-5.2523  1.9    -1.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L2_R0002.wav,0.85,0.77,0.8,0.82,0.57,0.69,0.65,[-0.2523  1.9     1.1693],[-5.2523  1.9    -3.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L2_R0015.wav,0.75,0.73,0.82,0.77,0.48,0.39,0.39,[-0.2523  1.9     1.1693],[ 2.7477  1.9    -1.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L2_R0021.wav,0.88,0.69,0.81,0.73,0.7,0.72,0.82,[-0.2523  1.9     1.1693],[-0.2523  0.9    -0.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L3_R0028.wav,0.81,0.7,0.78,0.76,0.51,0.44,0.41,[-1.2523  1.9     1.1693],[-0.2523  1.9    -0.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L3_R0069.wav,0.75,0.73,0.77,0.73,0.41,0.34,0.34,[-1.2523  1.9     1.1693],[-1.2523  1.9     4.1693],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L4_R0065.wav,0.8,0.82,0.77,0.7,0.41,0.35,0.35,[-1.2523  0.9     1.1693],[0.7477 1.9    3.1693],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L5_R0004.wav,0.91,0.73,0.76,0.73,0.48,0.41,0.41,[-2.2523  0.9     1.1693],[ 2.7477  1.9    -3.8307],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L5_R0053.wav,0.73,0.7,0.67,0.65,0.38,0.36,0.34,[-2.2523  0.9     1.1693],[-2.2523  0.9     2.1693],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/L5_R0066.wav,0.94,0.82,0.73,0.71,0.41,0.36,0.35,[-2.2523  0.9     1.1693],[-1.2523  0.9     4.1693],d25e7cc7-46cf-4814-b9c8-eaa77a5fdc0c/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L1_R0086.wav,0.4,0.33,0.52,0.64,0.45,0.45,0.43,[-5.1353  1.9    -1.0853],[-1.1353  1.9     2.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L2_R0003.wav,0.62,0.41,0.7,0.65,0.47,0.5,0.49,[ 5.8647  0.9    -2.0853],[ 1.8647  1.9    -3.0853],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L2_R0051.wav,0.4,0.41,0.53,0.62,0.46,0.45,0.46,[ 5.8647  0.9    -2.0853],[0.8647 1.9    0.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L3_R0078.wav,0.33,0.45,0.42,0.48,0.35,0.36,0.36,[6.8647 0.9    0.9147],[2.8647 0.9    2.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L4_R0030.wav,0.39,0.33,0.44,0.53,0.43,0.42,0.4,[-0.1353  1.9     0.9147],[ 0.8647  0.9    -0.0853],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L4_R0039.wav,0.32,0.26,0.39,0.43,0.35,0.35,0.35,[-0.1353  1.9     0.9147],[-0.1353  0.9     0.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L5_R0009.wav,0.37,0.4,0.56,0.63,0.47,0.47,0.46,[2.8647 0.9    1.9147],[ 3.8647  0.9    -2.0853],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L5_R0025.wav,0.51,0.41,0.54,0.66,0.45,0.46,0.46,[2.8647 0.9    1.9147],[ 4.8647  1.9    -1.0853],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L5_R0050.wav,0.41,0.35,0.38,0.5,0.43,0.43,0.41,[2.8647 0.9    1.9147],[-1.1353  1.9     0.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
257c8ee4-5e27-4da9-b54c-48a476bedb5b/L5_R0051.wav,0.48,0.32,0.41,0.5,0.38,0.39,0.38,[2.8647 0.9    1.9147],[0.8647 1.9    0.9147],257c8ee4-5e27-4da9-b54c-48a476bedb5b/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L1_R0082.wav,0.34,0.45,0.5,0.53,0.45,0.5,0.48,[-1.677   0.9991 -3.0202],[-3.677   1.9991  2.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L1_R0107.wav,0.39,0.43,0.48,0.49,0.44,0.48,0.47,[-1.677   0.9991 -3.0202],[-0.677   1.9991  4.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L2_R0029.wav,0.48,0.6,0.71,0.68,0.59,0.62,0.61,[-4.677   1.9991  3.9798],[ 0.323   1.9991 -3.0202],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L3_R0008.wav,0.44,0.65,0.69,0.75,0.68,0.72,0.69,[0.323  1.9991 2.9798],[ 2.323   1.9991 -5.0202],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L3_R0013.wav,0.43,0.51,0.56,0.64,0.58,0.66,0.64,[0.323  1.9991 2.9798],[-1.677   0.9991 -4.0202],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L4_R0063.wav,0.4,0.47,0.52,0.54,0.48,0.55,0.54,[-2.677   0.9991  0.9798],[0.323  0.9991 1.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L5_R0067.wav,0.45,0.46,0.57,0.6,0.56,0.61,0.6,[ 1.323   0.9991 -3.0202],[-2.677   1.9991  1.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L5_R0075.wav,0.43,0.46,0.58,0.62,0.56,0.62,0.6,[ 1.323   0.9991 -3.0202],[-2.677   0.9991  2.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L5_R0082.wav,0.46,0.48,0.58,0.63,0.57,0.61,0.59,[ 1.323   0.9991 -3.0202],[-3.677   1.9991  2.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
5e7daec3-6980-46cc-855d-8465774001a4/L5_R0085.wav,0.45,0.49,0.65,0.78,0.63,0.68,0.68,[ 1.323   0.9991 -3.0202],[1.323  1.9991 2.9798],5e7daec3-6980-46cc-855d-8465774001a4/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L1_R0034.wav,0.39,0.29,0.34,0.37,0.35,0.36,0.35,[1.74 1.9  2.19],[-2.26  1.9  -0.81],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L1_R0039.wav,0.28,0.33,0.34,0.51,0.34,0.34,0.34,[1.74 1.9  2.19],[ 2.74  1.9  -0.81],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L2_R0032.wav,0.33,0.28,0.25,0.32,0.31,0.3,0.3,[-1.26  1.9  -2.81],[-4.26  1.9  -0.81],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L2_R0069.wav,0.35,0.4,0.37,0.4,0.36,0.37,0.37,[-1.26  1.9  -2.81],[-1.26  1.9   2.19],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L3_R0026.wav,0.16,0.16,0.24,0.33,0.25,0.24,0.23,[-3.26  0.9   0.19],[-1.26  0.9  -0.81],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L3_R0076.wav,0.23,0.29,0.34,0.36,0.34,0.34,0.32,[-3.26  0.9   0.19],[6.74 1.9  2.19],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L4_R0050.wav,0.26,0.23,0.33,0.35,0.34,0.33,0.32,[0.74 1.9  1.19],[-4.26  1.9   0.19],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L5_R0006.wav,0.28,0.34,0.31,0.34,0.35,0.35,0.35,[3.74 1.9  3.19],[-0.26  1.9  -3.81],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L5_R0042.wav,0.3,0.3,0.36,0.4,0.36,0.36,0.35,[3.74 1.9  3.19],[-4.26  0.9   0.19],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
adba4ec7-db62-4817-ba9f-b99eefdb0187/L5_R0087.wav,0.33,0.35,0.32,0.3,0.34,0.32,0.31,[3.74 1.9  3.19],[4.74 1.9  3.19],adba4ec7-db62-4817-ba9f-b99eefdb0187/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L2_R0019.wav,0.19,0.23,0.25,0.32,0.31,0.31,0.32,[-1.3537  1.9994  3.8584],[ 1.6463  1.9994 -4.1416],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L2_R0040.wav,0.16,0.18,0.26,0.32,0.35,0.34,0.34,[-1.3537  1.9994  3.8584],[-3.3537  1.9994 -1.1416],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L2_R0056.wav,0.18,0.18,0.26,0.33,0.35,0.34,0.34,[-1.3537  1.9994  3.8584],[-2.3537  0.9994  0.8584],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L2_R0127.wav,0.16,0.18,0.24,0.33,0.34,0.33,0.33,[-1.3537  1.9994  3.8584],[-2.3537  0.9994  6.8584],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L3_R0001.wav,0.17,0.18,0.22,0.31,0.33,0.33,0.33,[-1.3537  0.9994  0.8584],[-3.3537  0.9994 -5.1416],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L3_R0052.wav,0.19,0.18,0.23,0.32,0.35,0.34,0.34,[-1.3537  0.9994  0.8584],[-2.3537  1.9994 -0.1416],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L3_R0103.wav,0.18,0.19,0.24,0.32,0.35,0.35,0.35,[-1.3537  0.9994  0.8584],[-2.3537  0.9994  4.8584],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L4_R0081.wav,0.15,0.13,0.14,0.19,0.21,0.2,0.2,[3.6463 0.9994 5.8584],[3.6463 0.9994 2.8584],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L5_R0024.wav,0.26,0.16,0.21,0.33,0.34,0.34,0.34,[-3.3537  1.9994  1.8584],[ 1.6463  0.9994 -3.1416],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
f091233d-1a13-4a73-b1dd-f244780c76eb/L5_R0112.wav,0.21,0.19,0.23,0.34,0.34,0.34,0.35,[-3.3537  1.9994  1.8584],[-0.3537  1.9994  4.8584],f091233d-1a13-4a73-b1dd-f244780c76eb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L1_R0003.wav,0.48,0.29,0.49,0.62,0.18,0.16,0.15,[0.6786 1.9    6.0354],[-0.3214  1.9     3.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L1_R0004.wav,0.32,0.28,0.6,0.99,0.18,0.17,0.15,[0.6786 1.9    6.0354],[0.6786 1.9    3.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L1_R0009.wav,0.31,0.34,0.48,0.73,0.18,0.16,0.15,[0.6786 1.9    6.0354],[-0.3214  1.9     4.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L2_R0011.wav,0.52,0.37,0.61,0.57,0.18,0.17,0.15,[1.6786 1.9    5.0354],[1.6786 1.9    4.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L2_R0016.wav,0.35,0.58,0.8,1.1,0.23,0.17,0.15,[1.6786 1.9    5.0354],[1.6786 1.9    6.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L3_R0002.wav,0.34,0.32,0.57,0.49,0.18,0.17,0.16,[1.6786 0.9    5.0354],[0.6786 0.9    3.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L4_R0001.wav,0.34,0.3,0.39,0.6,0.18,0.17,0.15,[-0.3214  0.9     5.0354],[-0.3214  0.9     3.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L4_R0002.wav,0.28,0.29,0.48,0.46,0.18,0.17,0.16,[-0.3214  0.9     5.0354],[0.6786 0.9    3.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L4_R0009.wav,0.29,0.33,0.39,0.59,0.17,0.16,0.14,[-0.3214  0.9     5.0354],[-0.3214  1.9     4.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
58d001a8-ecb5-4121-84c8-f61111e4ccbb/L5_R0016.wav,0.36,0.32,0.49,0.56,0.18,0.18,0.16,[1.6786 0.9    3.0354],[1.6786 1.9    6.0354],58d001a8-ecb5-4121-84c8-f61111e4ccbb/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L1_R0002.wav,0.92,0.95,0.85,0.84,0.74,0.81,0.77,[ 0.2252  0.9    -1.7034],[ 2.2252  0.9    -1.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L1_R0009.wav,0.81,0.98,0.96,0.85,0.74,0.81,0.77,[ 0.2252  0.9    -1.7034],[-0.7748  1.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L2_R0004.wav,0.9,1.05,0.98,0.9,0.75,0.81,0.77,[2.2252 1.9    0.2966],[ 0.2252  1.9    -1.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L2_R0007.wav,1.1,1.21,1.1,0.98,0.75,0.81,0.76,[2.2252 1.9    0.2966],[ 1.2252  0.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L2_R0009.wav,0.92,1.09,1.05,0.94,0.75,0.81,0.77,[2.2252 1.9    0.2966],[-0.7748  1.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L4_R0007.wav,0.99,1.09,1.03,0.87,0.74,0.81,0.77,[-1.7748  1.9    -1.7034],[ 1.2252  0.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L4_R0009.wav,0.99,1.08,1.04,0.84,0.75,0.81,0.76,[-1.7748  1.9    -1.7034],[-0.7748  1.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L4_R0011.wav,1.15,1.26,0.94,0.87,0.75,0.81,0.77,[-1.7748  1.9    -1.7034],[ 1.2252  1.9    -0.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L5_R0001.wav,0.98,1.02,0.9,0.83,0.75,0.81,0.76,[-1.7748  0.9    -1.7034],[ 1.2252  0.9    -1.7034],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
222adaa9-d96a-4df3-ba80-29a0c7055945/L5_R0015.wav,1.13,1.42,1.01,0.88,0.74,0.82,0.77,[-1.7748  0.9    -1.7034],[1.2252 1.9    0.2966],222adaa9-d96a-4df3-ba80-29a0c7055945/house.obj
45f0c9b3-a06b-4e38-838f-1829297ee000/L1_R0078.wav,1.06,0.85,0.72,0.93,0.87,0.82,0.75,[ 1.0014  1.     -3.9108],[4.0014 1.     2.0892],45f0c9b3-a06b-4e38-838f-1829297ee000/house.obj
45f0c9b3-a06b-4e38-838f-1829297ee000/L1_R0092.wav,0.91,0.74,0.82,1.05,1.0,0.91,0.82,[ 1.0014  1.     -3.9108],[1.0014 2.     3.0892],45f0c9b3-a06b-4e38-838f-1829297ee000/house.obj
45f0c9b3-a06b-4e38-838f-1829297ee000/L2_R0006.wav,0.95,0.86,0.77,1.0,0.95,0.87,0.81,[-0.9986  2.      6.0892],[ 3.0014  1.     -3.9108],45f0c9b3-a06b-4e38-838f-1829297ee000/house.obj
45f0c9b3-a06b-4e38-838f-1829297ee000/L2_R0052.wav,0.92,0.8,0.73,0.98,0.98,0.9,0.81,[-0.9986  2.      6.0892],[-2.9986  1.      0.0892],45f0c9b3-a06b-4e38-838f-1829297ee000/house.obj
45f0c9b3-a06b-4e38-838f-1829297ee000/L2_R0126.wav,0.8,0.71,0.68,0.95,0.95,0.88,0.76,[-0.9986  2.      6.0892],[1.0014 1.     7.0892],45f0c9b3-a06b-4e38-838f-1829297ee000/house.obj
