rir_name,T60_125Hz,T60_250Hz,T60_500Hz,T60_1000Hz,T60_2000Hz,T60_4000Hz,T60_8000Hz,Source_Pos,Receiver_Pos,mesh_name,Distance
28d7a2eb-5990-4502-bffd-61b2a2f0895f/L2_R0002.wav,0.13,0.27,0.26,0.37,0.2,0.18,0.15,[9.9537 0.9    7.0692],[8.9537 0.9    7.0692],28d7a2eb-5990-4502-bffd-61b2a2f0895f/house.obj,1.0
91e19c05-929c-416c-99c9-9d5ed3b6393c/L3_R0075.wav,0.18,0.29,0.41,0.44,0.3,0.27,0.25,[-4.22   1.     1.585],[-3.22   1.     1.585],91e19c05-929c-416c-99c9-9d5ed3b6393c/house.obj,0.9999999999999996
ca14c063-2f69-4278-a074-5f35c931848c/L5_R0056.wav,0.83,1.0,0.83,0.81,0.74,0.75,0.66,[1.5419 0.9    2.0132],[1.5419 1.9    2.0132],ca14c063-2f69-4278-a074-5f35c931848c/house.obj,0.9999999999999999
3a19c7bb-bc35-44e3-8d48-4fb00b9789ff/L2_R0035.wav,0.94,0.99,1.14,1.03,0.68,0.71,0.67,[4.9701 1.9    1.8738],[4.9701 1.9    2.8738],3a19c7bb-bc35-44e3-8d48-4fb00b9789ff/house.obj,1.0000000000000002
a92837c3-e14b-443b-b341-191b511fc491/L1_R0034.wav,0.73,0.74,0.57,0.74,0.75,0.7,0.61,[5.8035 1.9995 2.0009],[5.8035 1.9995 3.0009],a92837c3-e14b-443b-b341-191b511fc491/house.obj,1.0
a92837c3-e14b-443b-b341-191b511fc491/L4_R0009.wav,0.73,0.55,0.34,0.45,0.44,0.39,0.36,[ 3.8035  1.9995 -1.9991],[ 2.8035  1.9995 -1.9991],a92837c3-e14b-443b-b341-191b511fc491/house.obj,1.0
be31bdd6-5442-4f4e-9e8c-dfac5576f5bd/L2_R0001.wav,0.56,0.36,0.28,0.3,0.34,0.3,0.27,[-2.6613  1.9    -3.1352],[-3.6613  1.9    -3.1352],be31bdd6-5442-4f4e-9e8c-dfac5576f5bd/house.obj,1.0
06c02177-67dd-449b-a778-50d41946b95b/L5_R0023.wav,0.92,0.61,0.59,0.54,0.46,0.45,0.49,[ 1.4052  1.9    -4.635 ],[ 1.4052  1.9    -5.635 ],06c02177-67dd-449b-a778-50d41946b95b/house.obj,1.0
d88191fe-a4ae-4d41-a815-a637ad4a46ca/L2_R0003.wav,0.2,0.15,0.14,0.19,0.21,0.19,0.18,[-1.2744  1.9    -1.095 ],[-0.2744  1.9    -1.095 ],d88191fe-a4ae-4d41-a815-a637ad4a46ca/house.obj,1.0
d88191fe-a4ae-4d41-a815-a637ad4a46ca/L3_R0005.wav,0.06,0.11,0.11,0.19,0.19,0.16,0.13,[-1.2744  1.9    -0.095 ],[-1.2744  0.9    -0.095 ],d88191fe-a4ae-4d41-a815-a637ad4a46ca/house.obj,0.9999999999999999
78d506d1-7d72-460c-afa2-e7e37f4a4bc4/L2_R0005.wav,0.16,0.35,0.41,0.59,0.28,0.28,0.27,[ 3.4675  1.9    -1.405 ],[ 2.4675  1.9    -1.405 ],78d506d1-7d72-460c-afa2-e7e37f4a4bc4/house.obj,1.0
b1beb93e-b72f-4c00-8d3d-f425defb1e54/L2_R0009.wav,0.24,0.26,0.33,0.34,0.35,0.3,0.26,[ 1.7355  0.9    -2.1791],[ 1.7355  0.9    -1.1791],b1beb93e-b72f-4c00-8d3d-f425defb1e54/house.obj,1.0
2ccbadbd-5c68-4b09-90fb-0c79585cef29/L1_R0057.wav,0.93,0.94,0.78,0.65,0.45,0.41,0.39,[1.1253 1.9    2.9008],[1.1253 1.9    3.9008],2ccbadbd-5c68-4b09-90fb-0c79585cef29/house.obj,1.0
f807cca3-8e6b-4f4f-8823-30c5a3247ed1/L5_R0021.wav,0.92,1.14,0.77,0.47,0.46,0.44,0.38,[3.1719 2.     1.3446],[3.1719 1.     1.3446],f807cca3-8e6b-4f4f-8823-30c5a3247ed1/house.obj,1.0
a3fcee3e-ce5e-41be-ae6d-451de83542bb/L4_R0001.wav,0.3,0.28,0.21,0.23,0.24,0.22,0.19,[ 2.935   1.9    -3.1218],[ 2.935   1.9    -4.1218],a3fcee3e-ce5e-41be-ae6d-451de83542bb/house.obj,1.0000000000000004
a3fcee3e-ce5e-41be-ae6d-451de83542bb/L5_R0028.wav,0.45,0.52,0.42,0.35,0.33,0.28,0.25,[1.935  1.9    2.8782],[1.935  1.9    3.8782],a3fcee3e-ce5e-41be-ae6d-451de83542bb/house.obj,1.0
aa1b7135-83c4-4e00-8f21-f10899ff551e/L5_R0040.wav,0.61,0.56,0.55,0.55,0.48,0.47,0.44,[-2.4072  0.9     3.4128],[-1.4072  0.9     3.4128],aa1b7135-83c4-4e00-8f21-f10899ff551e/house.obj,1.0
74927c27-b442-4803-882b-70ec8a516fc5/L3_R0004.wav,0.49,0.47,0.43,0.54,0.55,0.46,0.39,[ 2.6261  0.9    -3.6177],[ 2.6261  0.9    -2.6177],74927c27-b442-4803-882b-70ec8a516fc5/house.obj,1.0
f503f1a9-afd7-4d6c-92d0-a92a15394075/L5_R0035.wav,0.43,0.37,0.46,0.45,0.42,0.35,0.28,[ 4.8407  1.     -7.7068],[ 4.8407  2.     -7.7068],f503f1a9-afd7-4d6c-92d0-a92a15394075/house.obj,1.0
d18493f3-ed4b-4e2f-9302-1c0e827fc30f/L1_R0033.wav,0.21,0.2,0.26,0.36,0.34,0.32,0.3,[ 1.5219  1.9    -0.0714],[ 1.5219  0.9    -0.0714],d18493f3-ed4b-4e2f-9302-1c0e827fc30f/house.obj,0.9999999999999999
2d6952d3-18b9-4998-9142-2188ea19b104/L5_R0005.wav,0.67,0.77,0.83,0.94,0.56,0.56,0.51,[-0.6503  1.9     1.2882],[0.3497 1.9    1.2882],2d6952d3-18b9-4998-9142-2188ea19b104/house.obj,1.0
f708f86c-806d-4671-b50c-03c0fff1a1ee/L3_R0027.wav,0.9,0.92,0.99,1.02,0.94,0.91,0.79,[ 2.7671  1.9    -0.6503],[2.7671 1.9    0.3497],f708f86c-806d-4671-b50c-03c0fff1a1ee/house.obj,1.0
d6155bfd-d8e8-423f-aac2-cdced98f7643/L4_R0004.wav,0.37,0.46,0.58,0.65,0.51,0.51,0.48,[ 2.0347  0.9    -6.6475],[ 2.0347  1.9    -6.6475],d6155bfd-d8e8-423f-aac2-cdced98f7643/house.obj,0.9999999999999999
06964486-da4d-4cf7-835c-a5d2ff227775/L4_R0003.wav,1.84,1.48,1.04,1.13,0.86,0.8,0.71,[-2.3682  0.9995 -2.1903],[-2.3682  0.9995 -3.1903],06964486-da4d-4cf7-835c-a5d2ff227775/house.obj,1.0
9f967330-67a5-4fc0-8e40-67f3313906db/L1_R0002.wav,1.19,1.17,0.92,0.89,0.45,0.37,0.34,[-0.479  0.9   -6.837],[ 0.521  0.9   -6.837],9f967330-67a5-4fc0-8e40-67f3313906db/house.obj,1.0
9f967330-67a5-4fc0-8e40-67f3313906db/L2_R0037.wav,0.61,0.37,0.5,0.7,0.16,0.15,0.13,[-2.479  1.9    1.163],[-2.479  1.9    0.163],9f967330-67a5-4fc0-8e40-67f3313906db/house.obj,1.0
9f967330-67a5-4fc0-8e40-67f3313906db/L3_R0045.wav,1.67,1.59,1.58,1.74,0.93,0.84,0.7,[-2.479  1.9    4.163],[-2.479  1.9    3.163],9f967330-67a5-4fc0-8e40-67f3313906db/house.obj,1.0000000000000004
9f967330-67a5-4fc0-8e40-67f3313906db/L3_R0051.wav,1.44,1.49,1.59,1.7,0.96,0.85,0.72,[-2.479  1.9    4.163],[-1.479  1.9    4.163],9f967330-67a5-4fc0-8e40-67f3313906db/house.obj,1.0
94e60d81-ca7e-4deb-8e05-52c38b2a5d69/L1_R0005.wav,1.08,0.82,0.82,1.43,1.45,1.34,1.17,[-3.6617  1.9    -4.3338],[-3.6617  1.9    -5.3338],94e60d81-ca7e-4deb-8e05-52c38b2a5d69/house.obj,1.0
94e60d81-ca7e-4deb-8e05-52c38b2a5d69/L5_R0011.wav,0.95,0.78,0.81,1.44,1.44,1.33,1.16,[-1.6617  1.9    -4.3338],[-2.6617  1.9    -4.3338],94e60d81-ca7e-4deb-8e05-52c38b2a5d69/house.obj,1.0000000000000002
94e60d81-ca7e-4deb-8e05-52c38b2a5d69/L5_R0012.wav,0.92,0.77,0.86,1.45,1.43,1.32,1.15,[-1.6617  1.9    -4.3338],[-0.6617  1.9    -4.3338],94e60d81-ca7e-4deb-8e05-52c38b2a5d69/house.obj,1.0
3a5d9f83-9aeb-4e53-a25c-fa164589c3a9/L5_R0021.wav,0.4,0.32,0.28,0.34,0.38,0.41,0.41,[ 1.3639  1.9    -3.8271],[ 2.3639  1.9    -3.8271],3a5d9f83-9aeb-4e53-a25c-fa164589c3a9/house.obj,1.0000000000000002
b314c05a-3481-46ac-9d27-cc9bb42268e2/L2_R0061.wav,0.86,0.69,0.57,0.49,0.44,0.42,0.42,[-1.82  1.9   1.84],[-0.82  1.9   1.84],b314c05a-3481-46ac-9d27-cc9bb42268e2/house.obj,1.0
807602ef-635e-4315-a24c-191c4b825dbf/L3_R0008.wav,0.26,0.23,0.22,0.22,0.27,0.26,0.25,[-0.191   2.     -2.2692],[-1.191   2.     -2.2692],807602ef-635e-4315-a24c-191c4b825dbf/house.obj,1.0
c8819e35-7f93-40de-98b0-3e62db618e8e/L5_R0036.wav,0.62,0.51,0.37,0.33,0.37,0.36,0.37,[4.2069 1.9    1.2882],[3.2069 1.9    1.2882],c8819e35-7f93-40de-98b0-3e62db618e8e/house.obj,1.0
c3c2b237-b863-436f-b66d-27bf5d0ca927/L4_R0036.wav,0.45,0.41,0.4,0.53,0.29,0.29,0.27,[ 0.2292  0.9    -2.8494],[ 1.2292  0.9    -2.8494],c3c2b237-b863-436f-b66d-27bf5d0ca927/house.obj,1.0
1c89d582-c086-4a57-8f92-4b74b5206334/L5_R0001.wav,0.35,0.32,0.29,0.39,0.46,0.47,0.46,[2.59  1.9   1.795],[2.59  1.9   0.795],1c89d582-c086-4a57-8f92-4b74b5206334/house.obj,0.9999999999999999
137262e3-1242-45a7-8dab-c95abcc5bcc5/L4_R0004.wav,0.33,0.33,0.35,0.38,0.32,0.3,0.29,[ 0.5927  0.9    -4.555 ],[ 0.5927  1.9    -4.555 ],137262e3-1242-45a7-8dab-c95abcc5bcc5/house.obj,0.9999999999999999
5e80e23f-a2a7-43a0-b3a8-5c705cae3075/L4_R0007.wav,0.48,0.59,0.67,0.67,0.42,0.34,0.3,[-2.9605  1.9    -2.9072],[-1.9605  1.9    -2.9072],5e80e23f-a2a7-43a0-b3a8-5c705cae3075/house.obj,1.0000000000000002
76fb8180-8987-42a5-865d-ae83bfddeeff/L2_R0023.wav,0.7,0.76,0.97,1.01,1.03,0.95,0.8,[0.9993 1.9    2.7649],[0.9993 1.9    1.7649],76fb8180-8987-42a5-865d-ae83bfddeeff/house.obj,1.0
76fb8180-8987-42a5-865d-ae83bfddeeff/L2_R0028.wav,0.74,0.76,0.93,1.0,1.03,0.94,0.79,[0.9993 1.9    2.7649],[0.9993 0.9    2.7649],76fb8180-8987-42a5-865d-ae83bfddeeff/house.obj,0.9999999999999999
76fb8180-8987-42a5-865d-ae83bfddeeff/L3_R0010.wav,0.69,0.83,0.91,1.04,1.08,0.98,0.83,[ 2.9993  1.9    -0.2351],[ 1.9993  1.9    -0.2351],76fb8180-8987-42a5-865d-ae83bfddeeff/house.obj,0.9999999999999998
1084931f-5dd3-4ced-b541-025017fe779f/L3_R0025.wav,0.76,0.83,0.63,0.64,0.64,0.73,0.7,[4.0932 1.9    3.8815],[4.0932 1.9    2.8815],1084931f-5dd3-4ced-b541-025017fe779f/house.obj,1.0
ba52c6af-b741-470a-bca8-7bc8a31484dd/L5_R0082.wav,0.09,0.08,0.11,0.15,0.17,0.17,0.15,[-4.0467  0.9997  0.5336],[-5.0467  0.9997  0.5336],ba52c6af-b741-470a-bca8-7bc8a31484dd/house.obj,1.0
ba52c6af-b741-470a-bca8-7bc8a31484dd/L5_R0093.wav,0.09,0.07,0.1,0.15,0.17,0.17,0.16,[-4.0467  0.9997  0.5336],[-4.0467  1.9997  0.5336],ba52c6af-b741-470a-bca8-7bc8a31484dd/house.obj,1.0
a245eea2-5b2f-48e6-97ac-10fed2867bb2/L2_R0003.wav,0.6,0.5,0.38,0.41,0.44,0.4,0.37,[-3.3109  1.9     1.7998],[-3.3109  1.9     0.7998],a245eea2-5b2f-48e6-97ac-10fed2867bb2/house.obj,1.0
a245eea2-5b2f-48e6-97ac-10fed2867bb2/L4_R0002.wav,0.74,0.44,0.4,0.41,0.44,0.4,0.38,[-2.3109  1.9     0.7998],[-2.3109  1.9    -0.2002],a245eea2-5b2f-48e6-97ac-10fed2867bb2/house.obj,1.0
a245eea2-5b2f-48e6-97ac-10fed2867bb2/L4_R0005.wav,0.62,0.52,0.36,0.4,0.44,0.4,0.38,[-2.3109  1.9     0.7998],[-2.3109  1.9     1.7998],a245eea2-5b2f-48e6-97ac-10fed2867bb2/house.obj,1.0
6798277b-ef30-43c9-944d-0fef266dd444/L1_R0012.wav,0.59,0.41,0.51,0.93,1.05,0.96,0.79,[ 1.9731  0.9    -3.1218],[ 0.9731  0.9    -3.1218],6798277b-ef30-43c9-944d-0fef266dd444/house.obj,1.0
19071359-17b4-4d4d-a15e-33b90449ff30/L2_R0003.wav,0.53,0.5,0.52,0.49,0.48,0.45,0.42,[-0.77   1.9   -3.405],[-0.77   1.9   -4.405],19071359-17b4-4d4d-a15e-33b90449ff30/house.obj,1.0000000000000004
19071359-17b4-4d4d-a15e-33b90449ff30/L2_R0005.wav,0.62,0.5,0.51,0.48,0.47,0.45,0.42,[-0.77   1.9   -3.405],[-0.77   0.9   -3.405],19071359-17b4-4d4d-a15e-33b90449ff30/house.obj,0.9999999999999999
19071359-17b4-4d4d-a15e-33b90449ff30/L3_R0008.wav,1.25,1.06,0.89,0.8,0.43,0.42,0.42,[-0.77   1.9   -1.405],[-1.77   1.9   -1.405],19071359-17b4-4d4d-a15e-33b90449ff30/house.obj,1.0
19071359-17b4-4d4d-a15e-33b90449ff30/L3_R0009.wav,1.3,1.11,0.86,0.82,0.43,0.42,0.42,[-0.77   1.9   -1.405],[ 0.23   1.9   -1.405],19071359-17b4-4d4d-a15e-33b90449ff30/house.obj,1.0
4ce6af96-8073-4300-aefd-83584d7505e3/L4_R0023.wav,0.9,0.88,0.75,0.85,0.49,0.46,0.43,[-2.6079  1.9    -4.8456],[-2.6079  1.9    -3.8456],4ce6af96-8073-4300-aefd-83584d7505e3/house.obj,1.0
cca746ee-8e5d-42d5-9e00-4f09c06bb31a/L4_R0035.wav,0.16,0.19,0.2,0.21,0.22,0.22,0.21,[0.0504 1.9996 0.9066],[ 0.0504  1.9996 -0.0934],cca746ee-8e5d-42d5-9e00-4f09c06bb31a/house.obj,1.0
cd572cf4-c36a-4be8-8ed3-256edd0a6621/L3_R0009.wav,0.47,0.34,0.33,0.27,0.28,0.27,0.27,[-2.1674  0.999  -0.3293],[-2.1674  0.999  -1.3293],cd572cf4-c36a-4be8-8ed3-256edd0a6621/house.obj,1.0
d6113e89-a475-47fb-a0e9-df35e8ef8665/L5_R0089.wav,0.42,0.39,0.35,0.49,0.48,0.43,0.38,[-4.5272  1.9     0.0178],[-3.5272  1.9     0.0178],d6113e89-a475-47fb-a0e9-df35e8ef8665/house.obj,0.9999999999999996
cd44195e-94a0-4e44-80e6-976cad1ddcb4/L1_R0027.wav,0.72,0.7,0.59,0.72,0.66,0.63,0.55,[-2.4605  1.9     0.5938],[-2.4605  1.9     1.5938],cd44195e-94a0-4e44-80e6-976cad1ddcb4/house.obj,1.0
a252fd2f-afbf-4b76-b63c-5af2b0a3cebc/L1_R0015.wav,0.39,0.47,0.54,0.6,0.37,0.36,0.35,[-2.6128  1.9993  3.9454],[-1.6128  1.9993  3.9454],a252fd2f-afbf-4b76-b63c-5af2b0a3cebc/house.obj,1.0
ffd38d23-f910-44db-a3ec-7347ecc1f185/L5_R0072.wav,0.82,0.6,0.5,0.49,0.43,0.45,0.43,[-1.593   1.9995  3.1204],[-0.593   1.9995  3.1204],ffd38d23-f910-44db-a3ec-7347ecc1f185/house.obj,1.0
55c71d40-878a-417e-bbc8-ab1a0b9004bc/L3_R0071.wav,0.72,0.6,0.59,0.52,0.34,0.33,0.32,[3.7147 0.9    5.1069],[4.7147 0.9    5.1069],55c71d40-878a-417e-bbc8-ab1a0b9004bc/house.obj,0.9999999999999996
55c71d40-878a-417e-bbc8-ab1a0b9004bc/L4_R0043.wav,0.62,0.52,0.38,0.35,0.36,0.37,0.34,[1.7147 1.9    1.1069],[1.7147 1.9    2.1069],55c71d40-878a-417e-bbc8-ab1a0b9004bc/house.obj,1.0
d639f68b-01a0-4814-a382-dcba3c0f030f/L4_R0035.wav,0.55,0.56,0.65,0.48,0.47,0.41,0.36,[ 0.294   1.9    -0.6206],[-0.706   1.9    -0.6206],d639f68b-01a0-4814-a382-dcba3c0f030f/house.obj,1.0
f0f07050-6651-4075-b2b2-5922d677247e/L5_R0040.wav,0.64,0.54,0.45,0.45,0.46,0.42,0.4,[0.4576 2.     4.2675],[0.4576 2.     5.2675],f0f07050-6651-4075-b2b2-5922d677247e/house.obj,1.0
4657306e-53a2-45b6-ac45-628f9c37099d/L2_R0069.wav,1.03,1.05,0.74,0.72,0.64,0.56,0.46,[1.8947 1.9998 2.331 ],[1.8947 1.9998 3.331 ],4657306e-53a2-45b6-ac45-628f9c37099d/house.obj,1.0
1ca5a85e-9cac-41a6-b47f-bada85ea706f/L4_R0042.wav,0.37,0.4,0.43,0.43,0.37,0.35,0.33,[-0.1599  1.9983 -0.2767],[ 0.8401  1.9983 -0.2767],1ca5a85e-9cac-41a6-b47f-bada85ea706f/house.obj,1.0
e0570ea5-fb3a-46a5-af88-e992ea7a7da3/L3_R0001.wav,0.27,0.2,0.25,0.17,0.1,0.1,0.09,[-1.0765  0.9    -1.5882],[-0.0765  0.9    -1.5882],e0570ea5-fb3a-46a5-af88-e992ea7a7da3/house.obj,1.0
9e89bb1c-906c-4dde-a74d-6fb91c249db3/L3_R0007.wav,0.79,0.83,0.69,0.65,0.46,0.39,0.36,[-1.87  0.9  -7.23],[-1.87  0.9  -6.23],9e89bb1c-906c-4dde-a74d-6fb91c249db3/house.obj,1.0
9e89bb1c-906c-4dde-a74d-6fb91c249db3/L4_R0026.wav,0.91,0.84,0.92,1.0,0.54,0.4,0.36,[ 1.13  1.9  -3.23],[ 2.13  1.9  -3.23],9e89bb1c-906c-4dde-a74d-6fb91c249db3/house.obj,1.0
9e89bb1c-906c-4dde-a74d-6fb91c249db3/L5_R0013.wav,0.74,0.83,0.7,0.62,0.46,0.39,0.36,[-1.87  0.9  -5.23],[-0.87  0.9  -5.23],9e89bb1c-906c-4dde-a74d-6fb91c249db3/house.obj,1.0
211b121a-ce2c-4ea5-831e-2f8caff14cab/L3_R0042.wav,0.43,0.44,0.35,0.4,0.41,0.36,0.32,[-2.1105  0.9999  2.925 ],[-2.1105  0.9999  3.925 ],211b121a-ce2c-4ea5-831e-2f8caff14cab/house.obj,1.0
feddc846-b266-435d-b48b-a23a4f201c3f/L1_R0049.wav,0.38,0.42,0.46,0.49,0.41,0.4,0.4,[2.2062 0.9    2.7724],[1.2062 0.9    2.7724],feddc846-b266-435d-b48b-a23a4f201c3f/house.obj,1.0
feddc846-b266-435d-b48b-a23a4f201c3f/L4_R0027.wav,0.39,0.38,0.35,0.35,0.34,0.34,0.34,[-0.7938  1.9    -3.2276],[-1.7938  1.9    -3.2276],feddc846-b266-435d-b48b-a23a4f201c3f/house.obj,1.0
337b9770-f524-48fb-914c-89dd9f2d927e/L4_R0013.wav,0.42,0.54,0.57,0.82,0.48,0.51,0.49,[-1.5434  1.9     4.741 ],[-1.5434  1.9     3.741 ],337b9770-f524-48fb-914c-89dd9f2d927e/house.obj,0.9999999999999996
bd7e21f1-c6ac-42b4-bd38-161b852b12af/L1_R0038.wav,0.73,0.94,0.82,0.66,0.52,0.45,0.4,[2.2146 0.9993 0.6279],[2.2146 1.9993 0.6279],bd7e21f1-c6ac-42b4-bd38-161b852b12af/house.obj,1.0
ff1d5321-e26a-415a-86e2-a07ea15e76c1/L5_R0007.wav,0.95,0.85,0.8,0.62,0.45,0.49,0.47,[ 2.291   1.9    -1.9952],[ 2.291   0.9    -1.9952],ff1d5321-e26a-415a-86e2-a07ea15e76c1/house.obj,0.9999999999999999
0a25c251-7c80-4808-b609-3d6fbae9efad/L1_R0017.wav,0.64,0.57,0.51,0.52,0.43,0.37,0.35,[-0.4707  1.9    -2.6264],[-0.4707  1.9    -1.6264],0a25c251-7c80-4808-b609-3d6fbae9efad/house.obj,0.9999999999999998
5e6d0804-54a9-4d4a-b4ed-1b4f22aa1d01/L2_R0034.wav,0.11,0.12,0.07,0.08,0.11,0.08,0.08,[3.073  2.9    0.4324],[2.073  2.9    0.4324],5e6d0804-54a9-4d4a-b4ed-1b4f22aa1d01/house.obj,1.0
5e6d0804-54a9-4d4a-b4ed-1b4f22aa1d01/L5_R0035.wav,0.12,0.09,0.08,0.08,0.11,0.09,0.1,[4.073  2.9    0.4324],[5.073  2.9    0.4324],5e6d0804-54a9-4d4a-b4ed-1b4f22aa1d01/house.obj,1.0
6a09436f-ffa2-428b-9117-37afc75e8ca0/L4_R0042.wav,0.12,0.12,0.11,0.11,0.1,0.09,0.08,[-2.14    1.     -2.4272],[-2.14    2.     -2.4272],6a09436f-ffa2-428b-9117-37afc75e8ca0/house.obj,1.0
597ab527-f011-4680-87a1-342a8f0223da/L1_R0029.wav,0.8,0.7,0.78,0.7,0.49,0.51,0.52,[1.5653 0.9    0.947 ],[0.5653 0.9    0.947 ],597ab527-f011-4680-87a1-342a8f0223da/house.obj,0.9999999999999999
597ab527-f011-4680-87a1-342a8f0223da/L4_R0033.wav,0.79,0.7,0.74,0.74,0.48,0.51,0.52,[ 0.5653  1.9    -0.053 ],[0.5653 1.9    0.947 ],597ab527-f011-4680-87a1-342a8f0223da/house.obj,1.0
a1efe26e-57c1-4624-ba4e-27c75f2b684d/L3_R0003.wav,0.4,0.39,0.46,0.51,0.42,0.41,0.39,[ 0.1738  0.9    -6.9219],[ 0.1738  1.9    -6.9219],a1efe26e-57c1-4624-ba4e-27c75f2b684d/house.obj,0.9999999999999999
1cc0fd55-1c5a-4885-a2de-f30c6d387353/L3_R0028.wav,0.23,0.29,0.29,0.28,0.32,0.3,0.27,[ 2.022   0.9    -0.8616],[ 2.022   1.9    -0.8616],1cc0fd55-1c5a-4885-a2de-f30c6d387353/house.obj,0.9999999999999999
1cc0fd55-1c5a-4885-a2de-f30c6d387353/L5_R0027.wav,0.31,0.39,0.48,0.68,0.7,0.66,0.59,[ 1.022   1.9    -0.8616],[ 0.022   1.9    -0.8616],1cc0fd55-1c5a-4885-a2de-f30c6d387353/house.obj,1.0
37508a1c-1d53-40a9-919a-5c43ec6700dd/L2_R0051.wav,0.69,0.78,0.78,0.88,0.78,0.78,0.71,[-2.7375  1.9     3.3463],[-2.7375  0.9     3.3463],37508a1c-1d53-40a9-919a-5c43ec6700dd/house.obj,0.9999999999999999
09ae6cc2-ea78-4e0e-a276-31fde96d9902/L3_R0002.wav,0.51,0.4,0.28,0.27,0.3,0.29,0.28,[-1.1896  1.9995 -5.6782],[-1.1896  0.9995 -5.6782],09ae6cc2-ea78-4e0e-a276-31fde96d9902/house.obj,1.0
09ae6cc2-ea78-4e0e-a276-31fde96d9902/L4_R0042.wav,1.03,0.79,0.72,0.72,0.39,0.35,0.33,[-0.1896  1.9995  3.3218],[-0.1896  1.9995  2.3218],09ae6cc2-ea78-4e0e-a276-31fde96d9902/house.obj,1.0
0f94d702-891e-45a0-9532-0c804af07f0c/L3_R0016.wav,0.47,0.65,0.63,0.96,0.96,0.87,0.75,[2.3096 1.9    6.7432],[2.3096 0.9    6.7432],0f94d702-891e-45a0-9532-0c804af07f0c/house.obj,0.9999999999999999
0f94d702-891e-45a0-9532-0c804af07f0c/L4_R0006.wav,0.35,0.4,0.42,0.51,0.53,0.49,0.43,[-1.6904  1.9    -7.2568],[-1.6904  1.9    -8.2568],0f94d702-891e-45a0-9532-0c804af07f0c/house.obj,1.0
0f94d702-891e-45a0-9532-0c804af07f0c/L4_R0011.wav,0.38,0.43,0.42,0.53,0.54,0.49,0.43,[-1.6904  1.9    -7.2568],[-0.6904  1.9    -7.2568],0f94d702-891e-45a0-9532-0c804af07f0c/house.obj,0.9999999999999999
dc53f093-fca0-495b-a659-fd77cd6292a5/L2_R0009.wav,1.33,0.97,0.91,0.85,0.74,0.6,0.44,[3.3436 1.9    3.6348],[4.3436 1.9    3.6348],dc53f093-fca0-495b-a659-fd77cd6292a5/house.obj,1.0000000000000004
dc53f093-fca0-495b-a659-fd77cd6292a5/L2_R0010.wav,1.35,1.01,0.89,0.83,0.75,0.6,0.44,[3.3436 1.9    3.6348],[3.3436 1.9    4.6348],dc53f093-fca0-495b-a659-fd77cd6292a5/house.obj,1.0000000000000004
f03e56a7-395c-40d1-b453-3aadf7c8a92c/L5_R0027.wav,0.45,0.43,0.43,0.46,0.45,0.4,0.38,[-6.195  0.9   -0.47 ],[-6.195  0.9    0.53 ],f03e56a7-395c-40d1-b453-3aadf7c8a92c/house.obj,1.0
291a73b2-97b3-4089-8f0c-6751ac724bb2/L3_R0016.wav,0.26,0.26,0.21,0.29,0.28,0.24,0.23,[3.1236 1.9995 0.3353],[2.1236 1.9995 0.3353],291a73b2-97b3-4089-8f0c-6751ac724bb2/house.obj,1.0
291a73b2-97b3-4089-8f0c-6751ac724bb2/L5_R0014.wav,0.33,0.27,0.27,0.3,0.28,0.24,0.22,[ 3.1236  0.9995 -0.6647],[3.1236 0.9995 0.3353],291a73b2-97b3-4089-8f0c-6751ac724bb2/house.obj,1.0
3782eee0-b0fe-452e-aefe-55bd5e96237e/L3_R0006.wav,0.8,0.67,0.64,0.62,0.61,0.6,0.51,[ 0.7856  0.9985 -0.6943],[ 0.7856  0.9985 -1.6943],3782eee0-b0fe-452e-aefe-55bd5e96237e/house.obj,0.9999999999999999
3782eee0-b0fe-452e-aefe-55bd5e96237e/L4_R0024.wav,1.03,0.72,0.63,0.62,0.6,0.59,0.49,[-2.2144  0.9985  0.3057],[-2.2144  1.9985  0.3057],3782eee0-b0fe-452e-aefe-55bd5e96237e/house.obj,0.9999999999999999
1c1fca70-5f24-43b2-8a84-1f61b8f2a13a/L3_R0009.wav,0.3,0.36,0.4,0.41,0.39,0.35,0.32,[ 3.6559  0.9993 -1.5515],[ 2.6559  0.9993 -1.5515],1c1fca70-5f24-43b2-8a84-1f61b8f2a13a/house.obj,1.0
4f4906fa-76be-4549-8cf5-3f4b49900749/L1_R0004.wav,0.69,0.59,0.67,0.5,0.45,0.44,0.42,[-1.5378  1.9    -0.1168],[-1.5378  1.9    -1.1168],4f4906fa-76be-4549-8cf5-3f4b49900749/house.obj,1.0
4f4906fa-76be-4549-8cf5-3f4b49900749/L1_R0008.wav,0.82,0.7,0.69,0.51,0.45,0.44,0.42,[-1.5378  1.9    -0.1168],[-2.5378  1.9    -0.1168],4f4906fa-76be-4549-8cf5-3f4b49900749/house.obj,0.9999999999999998
e5203f49-b5f8-49c0-b07c-775eaafbce33/L3_R0003.wav,0.75,0.68,0.64,0.58,0.49,0.48,0.46,[4.865  1.9    0.0325],[3.865  1.9    0.0325],e5203f49-b5f8-49c0-b07c-775eaafbce33/house.obj,1.0
e5203f49-b5f8-49c0-b07c-775eaafbce33/L3_R0006.wav,0.72,0.68,0.66,0.62,0.49,0.48,0.47,[4.865  1.9    0.0325],[4.865  1.9    1.0325],e5203f49-b5f8-49c0-b07c-775eaafbce33/house.obj,1.0
